,filename,position
20605,5971,"[753, 409, 136, 63]"
20606,5972,"[670, 437, 28, 45]"
20607,5972,"[743, 386, 162, 86]"
20608,5973,"[665, 437, 33, 46]"
20609,5973,"[752, 383, 165, 89]"
20610,5973,"[814, 389, 161, 81]"
20611,5973,"[739, 412, 115, 64]"
20612,5973,"[913, 429, 159, 84]"
20613,5974,"[874, 414, 212, 85]"
20614,5974,"[874, 394, 327, 119]"
20615,5974,"[675, 400, 117, 78]"
20616,5975,"[899, 407, 365, 134]"
20617,5975,"[885, 419, 390, 137]"
20618,5976,"[842, 392, 261, 106]"
20619,5976,"[916, 408, 445, 149]"
20620,5977,"[769, 384, 205, 91]"
20621,5977,"[812, 387, 213, 90]"
20622,5977,"[851, 387, 219, 87]"
20623,5979,"[732, 389, 182, 82]"
20624,5979,"[812, 378, 184, 86]"
20625,5979,"[831, 381, 397, 146]"
20626,5980,"[810, 386, 173, 81]"
20627,5980,"[879, 391, 376, 135]"
20628,5981,"[756, 389, 165, 80]"
20629,5981,"[786, 383, 167, 84]"
20630,5981,"[859, 400, 163, 90]"
20631,5982,"[653, 418, 32, 43]"
20632,5982,"[655, 439, 31, 41]"
20633,5982,"[729, 396, 159, 77]"
20634,5982,"[759, 394, 170, 76]"
20635,5982,"[859, 414, 124, 68]"
20636,5982,"[915, 433, 150, 76]"
20637,5983,"[730, 397, 188, 79]"
20638,5984,"[728, 405, 131, 59]"
20639,5984,"[711, 398, 174, 78]"
20640,5984,"[736, 393, 188, 78]"
20641,5985,"[705, 402, 145, 67]"
20642,5985,"[751, 397, 147, 71]"
20643,5985,"[789, 392, 165, 72]"
20644,5985,"[942, 443, 225, 108]"
20645,5985,"[951, 399, 621, 193]"
20646,5986,"[698, 397, 152, 72]"
20647,5986,"[735, 395, 158, 74]"
20648,5986,"[853, 396, 122, 55]"
20649,5986,"[807, 387, 165, 76]"
20650,5986,"[863, 421, 188, 78]"
20651,5986,"[935, 415, 642, 160]"
20652,5988,"[675, 388, 167, 76]"
20653,5988,"[728, 396, 173, 75]"
20654,5988,"[767, 391, 189, 80]"
20655,5988,"[761, 419, 105, 56]"
20656,5988,"[648, 366, 235, 71]"
20657,5990,"[848, 420, 224, 83]"
20658,5990,"[567, 375, 200, 62]"
20659,5990,"[850, 402, 524, 116]"
20660,5991,"[615, 378, 192, 73]"
20661,5991,"[834, 414, 149, 59]"
20662,5991,"[835, 399, 220, 78]"
20663,5991,"[892, 433, 238, 93]"
20664,5991,"[878, 419, 397, 112]"
20665,5992,"[545, 383, 184, 70]"
20666,5992,"[679, 379, 193, 84]"
20667,5992,"[885, 432, 216, 74]"
20668,5994,"[604, 387, 201, 77]"
20669,5994,"[719, 388, 191, 85]"
20670,5994,"[765, 387, 179, 79]"
20671,5995,"[851, 417, 115, 61]"
20672,5995,"[695, 394, 182, 75]"
20673,5995,"[780, 388, 200, 79]"
20674,5995,"[777, 416, 125, 61]"
20675,5995,"[845, 419, 223, 82]"
20676,5996,"[621, 396, 194, 73]"
20677,5996,"[707, 404, 130, 58]"
20678,5996,"[752, 402, 162, 72]"
20679,5996,"[814, 407, 145, 70]"
20680,5997,"[871, 423, 96, 60]"
20681,5997,"[554, 405, 186, 65]"
20682,5997,"[604, 399, 171, 71]"
20683,5997,"[647, 397, 185, 74]"
20684,5997,"[685, 394, 201, 78]"
20685,5997,"[910, 447, 343, 110]"
20686,5998,"[901, 429, 73, 57]"
20687,5998,"[507, 404, 196, 62]"
20688,5998,"[606, 399, 191, 67]"
20689,5998,"[806, 407, 152, 65]"
20690,6001,"[596, 397, 190, 78]"
20691,6002,"[896, 405, 61, 37]"
20692,6002,"[625, 394, 189, 75]"
20693,6003,"[898, 404, 62, 43]"
20694,6003,"[896, 422, 66, 49]"
20695,6003,"[541, 389, 186, 76]"
20696,6003,"[647, 393, 181, 77]"
20697,6004,"[848, 408, 83, 38]"
20698,6004,"[819, 404, 125, 56]"
20699,6004,"[860, 423, 70, 44]"
20700,6005,"[778, 395, 170, 66]"
20701,6006,"[859, 422, 110, 55]"
20702,6006,"[722, 397, 189, 69]"
20703,6006,"[762, 400, 187, 69]"
20704,6007,"[760, 410, 169, 67]"
20705,6008,"[835, 410, 112, 59]"
20706,6008,"[788, 427, 117, 55]"
20707,6008,"[842, 429, 118, 59]"
20708,6008,"[712, 407, 178, 73]"
20709,6008,"[764, 401, 178, 76]"
20710,6009,"[756, 424, 97, 47]"
20711,6009,"[750, 409, 147, 66]"
20712,6009,"[823, 413, 94, 55]"
20713,6009,"[806, 404, 131, 72]"
20714,6009,"[843, 394, 129, 80]"
20715,6010,"[863, 422, 92, 65]"
20716,6010,"[5, 367, 128, 118]"
20717,6010,"[793, 422, 80, 46]"
20718,6010,"[779, 408, 120, 68]"
20719,6010,"[817, 407, 357, 112]"
20720,6011,"[849, 422, 581, 150]"
20721,6012,"[727, 448, 61, 34]"
20722,6012,"[865, 417, 584, 149]"
20723,6013,"[696, 416, 124, 62]"
20724,6014,"[5, 401, 90, 165]"
20725,6014,"[516, 353, 383, 95]"
20726,6014,"[683, 403, 151, 70]"
20727,6014,"[896, 403, 1001, 391]"
20728,6015,"[571, 382, 216, 68]"
20729,6016,"[948, 412, 971, 269]"
20730,6017,"[729, 381, 212, 92]"
20731,6017,"[770, 361, 666, 188]"
20732,6018,"[826, 392, 132, 70]"
20733,6018,"[718, 379, 225, 93]"
20734,6020,"[773, 362, 197, 78]"
20735,6033,"[499, 319, 529, 130]"
20736,6037,"[611, 347, 391, 121]"
20737,6039,"[471, 440, 31, 49]"
20738,6039,"[517, 450, 26, 37]"
20739,6042,"[927, 449, 68, 43]"
20740,6042,"[1016, 288, 890, 506]"
20741,6042,"[1014, 216, 884, 540]"
20742,6042,"[328, 360, 380, 109]"
20743,6043,"[15, 420, 130, 118]"
20744,6044,"[78, 282, 679, 285]"
20745,6044,"[939, 414, 52, 42]"
20746,6044,"[844, 454, 36, 37]"
20747,6044,"[1007, 451, 38, 47]"
20748,6045,"[404, 349, 383, 163]"
20749,6045,"[384, 342, 422, 178]"
20750,6053,"[849, 456, 42, 42]"
20751,6053,"[935, 456, 60, 38]"
20752,6053,"[1058, 457, 64, 49]"
20753,6054,"[946, 464, 59, 36]"
20754,6055,"[957, 430, 505, 214]"
20755,6056,"[166, 406, 53, 70]"
20756,6056,"[713, 475, 215, 160]"
20757,6057,"[679, 410, 315, 224]"
20758,6057,"[1051, 434, 817, 229]"
20759,6058,"[516, 464, 56, 51]"
20760,6058,"[808, 434, 188, 131]"
20761,6058,"[1033, 449, 433, 133]"
20762,6059,"[483, 453, 62, 57]"
20763,6059,"[1036, 437, 631, 193]"
20764,6062,"[726, 423, 91, 32]"
20765,6062,"[787, 422, 100, 33]"
20766,6063,"[759, 422, 86, 35]"
20767,6063,"[805, 435, 84, 33]"
20768,6064,"[521, 460, 58, 51]"
20769,6064,"[501, 446, 120, 88]"
20770,6065,"[522, 462, 59, 53]"
20771,6065,"[630, 482, 329, 199]"
20772,6066,"[1016, 444, 61, 58]"
20773,6066,"[682, 451, 206, 118]"
20774,6066,"[719, 452, 215, 117]"
20775,6066,"[700, 446, 248, 132]"
20776,6066,"[790, 459, 243, 138]"
20777,6067,"[1022, 446, 59, 51]"
20778,6068,"[944, 456, 56, 44]"
20779,6068,"[1023, 452, 58, 48]"
20780,6069,"[1023, 457, 58, 46]"
20781,6070,"[1018, 454, 61, 48]"
20782,6070,"[819, 450, 71, 32]"
20783,6071,"[1033, 450, 55, 49]"
20784,6071,"[1024, 443, 79, 68]"
20785,6071,"[727, 457, 73, 27]"
20786,6071,"[827, 451, 66, 34]"
20787,6071,"[795, 441, 126, 59]"
20788,6071,"[771, 484, 200, 109]"
20789,6072,"[927, 459, 49, 36]"
20790,6074,"[1034, 424, 56, 39]"
20791,6074,"[935, 458, 49, 39]"
20792,6075,"[940, 456, 50, 43]"
20793,6075,"[663, 399, 214, 66]"
20794,6075,"[1004, 413, 112, 63]"
20795,6075,"[750, 469, 237, 130]"
20796,6077,"[876, 441, 68, 35]"
20797,6078,"[756, 450, 199, 134]"
20798,6079,"[678, 454, 293, 191]"
20799,6080,"[623, 461, 366, 209]"
20800,6080,"[753, 390, 307, 202]"
20801,6081,"[413, 450, 50, 56]"
20802,6081,"[698, 388, 378, 204]"
20803,6082,"[413, 452, 48, 49]"
20804,6082,"[636, 422, 49, 31]"
20805,6082,"[704, 406, 224, 119]"
20806,6082,"[738, 403, 246, 122]"
20807,6082,"[726, 399, 275, 136]"
20808,6082,"[700, 449, 81, 33]"
20809,6082,"[555, 488, 449, 215]"
20810,6084,"[595, 442, 236, 146]"
20811,6085,"[618, 424, 250, 107]"
20812,6085,"[929, 430, 232, 89]"
20813,6085,"[578, 452, 354, 200]"
20814,6088,"[636, 409, 251, 86]"
20815,6088,"[700, 423, 174, 71]"
20816,6088,"[924, 427, 253, 104]"
20817,6088,"[583, 449, 356, 168]"
20818,6089,"[696, 406, 214, 85]"
20819,6089,"[605, 416, 188, 104]"
20820,6089,"[936, 414, 242, 135]"
20821,6089,"[593, 444, 352, 157]"
20822,6090,"[727, 402, 192, 83]"
20823,6090,"[620, 444, 323, 155]"
20824,6090,"[277, 425, 171, 116]"
20825,6091,"[770, 443, 306, 133]"
20826,6091,"[639, 444, 316, 154]"
20827,6092,"[751, 423, 256, 102]"
20828,6092,"[849, 436, 294, 133]"
20829,6092,"[664, 462, 376, 183]"
20830,6093,"[695, 408, 274, 92]"
20831,6093,"[638, 397, 389, 223]"
20832,6093,"[826, 337, 286, 177]"
20833,6094,"[710, 409, 243, 85]"
20834,6094,"[828, 417, 257, 103]"
20835,6094,"[627, 439, 371, 171]"
20836,6095,"[57, 379, 133, 110]"
20837,6095,"[146, 442, 154, 111]"
20838,6095,"[616, 437, 381, 169]"
20839,6096,"[576, 461, 456, 199]"
20840,6096,"[772, 361, 355, 212]"
20841,6097,"[642, 436, 354, 133]"
20842,6097,"[7, 421, 129, 122]"
20843,6097,"[520, 470, 553, 215]"
20844,6097,"[746, 356, 404, 267]"
20845,6098,"[672, 426, 299, 99]"
20846,6098,"[651, 431, 307, 120]"
20847,6098,"[549, 461, 503, 176]"
20848,6099,"[665, 411, 260, 86]"
20849,6099,"[15, 401, 100, 179]"
20850,6100,"[446, 449, 50, 27]"
20851,6100,"[256, 451, 43, 28]"
20852,6101,"[500, 466, 247, 131]"
20853,6102,"[476, 439, 203, 98]"
20854,6102,"[602, 445, 167, 81]"
20855,6102,"[610, 437, 242, 102]"
20856,6102,"[428, 444, 64, 29]"
20857,6102,"[936, 443, 291, 108]"
20858,6102,"[558, 481, 436, 249]"
20859,6102,"[940, 389, 408, 185]"
20860,6103,"[994, 410, 249, 104]"
20861,6103,"[518, 454, 315, 176]"
20862,6103,"[471, 415, 173, 91]"
20863,6103,"[938, 411, 360, 164]"
20864,6104,"[3, 392, 45, 78]"
20865,6104,"[19, 377, 100, 106]"
20866,6104,"[43, 387, 225, 93]"
20867,6104,"[185, 415, 110, 39]"
20868,6104,"[126, 402, 207, 65]"
20869,6104,"[662, 406, 203, 67]"
20870,6104,"[661, 439, 196, 66]"
20871,6104,"[942, 431, 302, 111]"
20872,6104,"[577, 468, 428, 267]"
20873,6104,"[966, 391, 339, 187]"
20874,6105,"[1012, 446, 61, 40]"
20875,6105,"[671, 395, 165, 79]"
20876,6105,"[829, 421, 72, 39]"
20877,6105,"[775, 395, 171, 82]"
20878,6105,"[867, 387, 171, 88]"
20879,6105,"[571, 474, 432, 247]"
20880,6105,"[957, 385, 406, 197]"
20881,6106,"[1011, 434, 54, 39]"
20882,6106,"[471, 401, 153, 71]"
20883,6106,"[620, 392, 157, 82]"
20884,6106,"[674, 393, 188, 81]"
20885,6106,"[698, 407, 204, 81]"
20886,6106,"[967, 400, 386, 174]"
20887,6106,"[554, 477, 469, 237]"
20888,6107,"[644, 394, 185, 82]"
20889,6107,"[971, 414, 201, 114]"
20890,6107,"[791, 451, 249, 146]"
20891,6108,"[611, 415, 159, 86]"
20892,6108,"[19, 397, 190, 71]"
20893,6108,"[297, 407, 129, 68]"
20894,6108,"[359, 409, 181, 62]"
20895,6108,"[655, 395, 199, 77]"
20896,6108,"[751, 399, 203, 81]"
20897,6108,"[857, 378, 178, 99]"
20898,6108,"[1025, 394, 268, 89]"
20899,6108,"[660, 432, 214, 86]"
20900,6108,"[965, 399, 363, 184]"
20901,6109,"[608, 434, 105, 62]"
20902,6109,"[644, 409, 172, 80]"
20903,6109,"[725, 408, 147, 57]"
20904,6109,"[642, 424, 182, 87]"
20905,6109,"[685, 418, 155, 86]"
20906,6109,"[954, 425, 236, 99]"
20907,6109,"[976, 382, 362, 201]"
20908,6109,"[566, 489, 437, 218]"
20909,6110,"[256, 408, 50, 64]"
20910,6110,"[322, 408, 58, 63]"
20911,6110,"[633, 415, 165, 72]"
20912,6110,"[1019, 394, 275, 82]"
20913,6110,"[989, 427, 328, 96]"
20914,6110,"[903, 411, 551, 149]"
20915,6110,"[627, 481, 294, 222]"
20916,6111,"[946, 406, 41, 51]"
20917,6111,"[561, 441, 59, 47]"
20918,6111,"[84, 393, 168, 80]"
20919,6111,"[262, 407, 97, 69]"
20920,6111,"[651, 399, 189, 81]"
20921,6111,"[823, 422, 62, 35]"
20922,6111,"[828, 455, 72, 46]"
20923,6111,"[803, 437, 117, 93]"
20924,6111,"[1025, 431, 255, 94]"
20925,6111,"[972, 383, 380, 201]"
20926,6111,"[619, 477, 308, 223]"
20927,6112,"[664, 398, 190, 81]"
20928,6112,"[726, 410, 143, 59]"
20929,6112,"[734, 424, 137, 62]"
20930,6112,"[356, 436, 241, 142]"
20931,6113,"[257, 425, 226, 99]"
20932,6113,"[444, 428, 148, 90]"
20933,6113,"[660, 392, 197, 83]"
20934,6113,"[741, 408, 142, 61]"
20935,6113,"[703, 397, 189, 83]"
20936,6113,"[67, 436, 202, 53]"
20937,6113,"[182, 449, 100, 29]"
20938,6113,"[639, 477, 300, 218]"
20939,6114,"[229, 423, 171, 66]"
20940,6114,"[667, 398, 190, 80]"
20941,6114,"[224, 434, 173, 68]"
20942,6114,"[194, 428, 213, 79]"
20943,6114,"[747, 419, 132, 58]"
20944,6114,"[822, 402, 723, 171]"
20945,6114,"[637, 487, 308, 200]"
20946,6115,"[546, 443, 49, 37]"
20947,6115,"[673, 398, 195, 81]"
20948,6115,"[147, 437, 157, 58]"
20949,6115,"[153, 428, 192, 62]"
20950,6115,"[653, 442, 250, 132]"
20951,6116,"[924, 452, 56, 41]"
20952,6116,"[697, 408, 128, 58]"
20953,6116,"[705, 396, 203, 84]"
20954,6116,"[651, 436, 253, 128]"
20955,6117,"[714, 414, 102, 50]"
20956,6117,"[754, 416, 107, 47]"
20957,6117,"[924, 453, 383, 118]"
20958,6117,"[772, 475, 196, 101]"
20959,6118,"[1010, 428, 348, 87]"
20960,6118,"[792, 439, 87, 46]"
20961,6118,"[668, 442, 181, 104]"
20962,6119,"[701, 434, 119, 68]"
20963,6119,"[819, 436, 66, 35]"
20964,6120,"[714, 429, 100, 53]"
20965,6120,"[759, 429, 99, 49]"
20966,6120,"[725, 419, 149, 70]"
20967,6120,"[819, 443, 69, 36]"
20968,6120,"[671, 457, 187, 107]"
20969,6121,"[670, 457, 198, 117]"
20970,6122,"[501, 421, 77, 38]"
20971,6122,"[466, 409, 146, 66]"
20972,6122,"[696, 439, 123, 77]"
20973,6122,"[748, 440, 131, 75]"
20974,6122,"[727, 430, 177, 93]"
20975,6122,"[515, 439, 56, 41]"
20976,6122,"[820, 446, 74, 36]"
20977,6122,"[637, 469, 288, 181]"
20978,6123,"[707, 429, 91, 55]"
20979,6123,"[753, 434, 108, 54]"
20980,6123,"[786, 444, 104, 55]"
20981,6123,"[581, 452, 155, 95]"
20982,6124,"[921, 450, 46, 47]"
20983,6124,"[1103, 447, 64, 49]"
20984,6124,"[737, 410, 134, 66]"
20985,6124,"[993, 438, 160, 65]"
20986,6124,"[680, 452, 174, 114]"
20987,6125,"[930, 457, 42, 42]"
20988,6125,"[786, 434, 91, 47]"
20989,6126,"[813, 445, 69, 39]"
20990,6126,"[823, 469, 131, 94]"
20991,6127,"[798, 420, 118, 59]"
20992,6127,"[1089, 446, 366, 94]"
20993,6129,"[1034, 441, 271, 84]"
20994,6129,"[1092, 441, 365, 100]"
20995,6131,"[839, 445, 47, 37]"
20996,6131,"[1027, 433, 164, 60]"
20997,6132,"[845, 418, 109, 63]"
20998,6132,"[899, 442, 87, 47]"
20999,6132,"[1019, 411, 313, 110]"
21000,6133,"[894, 436, 72, 51]"
21001,6133,"[841, 432, 83, 49]"
21002,6133,"[1003, 424, 242, 92]"
21003,6134,"[747, 424, 51, 34]"
21004,6135,"[742, 424, 53, 33]"
21005,6135,"[845, 442, 43, 45]"
21006,6135,"[912, 446, 62, 48]"
21007,6136,"[736, 415, 80, 51]"
21008,6136,"[758, 410, 108, 58]"
21009,6136,"[909, 429, 65, 45]"
21010,6136,"[858, 420, 84, 66]"
21011,6137,"[743, 421, 65, 42]"
21012,6137,"[792, 415, 80, 45]"
21013,6137,"[739, 432, 56, 40]"
21014,6138,"[912, 423, 62, 32]"
21015,6138,"[818, 433, 61, 38]"
21016,6138,"[931, 450, 50, 44]"
21017,6138,"[1038, 455, 67, 44]"
21018,6138,"[1000, 437, 158, 82]"
21019,6139,"[882, 436, 63, 38]"
21020,6140,"[907, 440, 56, 43]"
21021,6141,"[739, 440, 33, 39]"
21022,6141,"[757, 420, 50, 39]"
21023,6141,"[825, 423, 35, 35]"
21024,6141,"[916, 432, 54, 39]"
21025,6141,"[838, 438, 45, 42]"
21026,6141,"[900, 438, 76, 48]"
21027,6141,"[1039, 439, 241, 76]"
21028,6142,"[741, 439, 32, 40]"
21029,6142,"[743, 430, 42, 39]"
21030,6142,"[835, 431, 42, 37]"
21031,6143,"[828, 427, 46, 37]"
21032,6143,"[827, 420, 99, 56]"
21033,6143,"[828, 434, 53, 42]"
21034,6143,"[920, 436, 70, 56]"
21035,6144,"[729, 425, 53, 39]"
21036,6144,"[740, 439, 48, 38]"
21037,6144,"[831, 434, 49, 38]"
21038,6144,"[923, 440, 67, 51]"
21039,6145,"[839, 442, 45, 36]"
21040,6145,"[920, 447, 58, 43]"
21041,6146,"[1027, 419, 37, 34]"
21042,6146,"[843, 444, 45, 35]"
21043,6146,"[926, 448, 52, 41]"
21044,6146,"[1031, 442, 70, 51]"
21045,6146,"[745, 424, 45, 34]"
21046,6147,"[844, 448, 45, 41]"
21047,6147,"[836, 440, 70, 70]"
21048,6147,"[926, 447, 47, 41]"
21049,6147,"[738, 420, 64, 38]"
21050,6147,"[914, 434, 59, 35]"
21051,6147,"[0, 429, 123, 125]"
21052,6148,"[738, 420, 60, 35]"
21053,6149,"[722, 413, 95, 50]"
21054,6150,"[732, 416, 76, 47]"
21055,6150,"[1031, 454, 45, 50]"
21056,6150,"[747, 411, 135, 60]"
21057,6150,"[908, 429, 54, 33]"
21058,6151,"[922, 440, 45, 41]"
21059,6151,"[1032, 454, 43, 50]"
21060,6151,"[736, 418, 58, 39]"
21061,6151,"[767, 400, 126, 65]"
21062,6151,"[801, 386, 150, 85]"
21063,6152,"[739, 433, 45, 33]"
21064,6152,"[925, 449, 44, 39]"
21065,6152,"[1033, 456, 40, 47]"
21066,6152,"[740, 423, 49, 34]"
21067,6152,"[934, 438, 45, 39]"
21068,6152,"[915, 419, 52, 30]"
21069,6153,"[1020, 449, 42, 53]"
21070,6153,"[737, 427, 53, 32]"
21071,6153,"[860, 427, 110, 54]"
21072,6153,"[918, 433, 58, 36]"
21073,6153,"[738, 437, 44, 34]"
21074,6153,"[834, 445, 53, 43]"
21075,6153,"[929, 445, 62, 53]"
21076,6153,"[861, 426, 154, 83]"
21077,6154,"[733, 424, 61, 36]"
21078,6154,"[722, 414, 89, 53]"
21079,6154,"[886, 422, 87, 45]"
21080,6154,"[852, 434, 79, 49]"
21081,6155,"[731, 422, 61, 38]"
21082,6155,"[744, 414, 133, 55]"
21083,6155,"[730, 434, 55, 33]"
21084,6156,"[734, 422, 64, 39]"
21085,6156,"[785, 418, 95, 45]"
21086,6156,"[753, 412, 123, 55]"
21087,6156,"[915, 418, 59, 38]"
21088,6156,"[732, 431, 54, 37]"
21089,6156,"[839, 441, 53, 41]"
21090,6156,"[914, 442, 65, 46]"
21091,6157,"[1030, 451, 47, 45]"
21092,6157,"[922, 434, 56, 42]"
21093,6158,"[701, 403, 139, 67]"
21094,6158,"[846, 417, 118, 59]"
21095,6159,"[1020, 445, 49, 62]"
21096,6159,"[759, 445, 123, 87]"
21097,6159,"[738, 402, 155, 71]"
21098,6159,"[876, 414, 94, 47]"
21099,6159,"[881, 430, 94, 55]"
21100,6159,"[878, 428, 123, 70]"
21101,6160,"[722, 422, 145, 80]"
21102,6160,"[773, 424, 152, 79]"
21103,6160,"[894, 418, 79, 39]"
21104,6160,"[798, 443, 95, 65]"
21105,6160,"[893, 428, 84, 46]"
21106,6160,"[868, 430, 139, 67]"
21107,6161,"[1034, 455, 51, 50]"
21108,6161,"[758, 404, 163, 79]"
21109,6161,"[785, 440, 99, 59]"
21110,6163,"[930, 438, 42, 40]"
21111,6163,"[940, 462, 55, 47]"
21112,6163,"[1036, 456, 47, 50]"
21113,6163,"[862, 451, 103, 65]"
21114,6165,"[856, 450, 82, 55]"
21115,6165,"[928, 446, 51, 41]"
21116,6165,"[1036, 458, 47, 45]"
21117,6165,"[742, 472, 204, 120]"
21118,6166,"[886, 436, 68, 42]"
21119,6166,"[225, 443, 62, 37]"
21120,6167,"[872, 447, 59, 46]"
21121,6168,"[854, 447, 55, 40]"
21122,6168,"[932, 454, 55, 41]"
21123,6168,"[1019, 462, 65, 42]"
21124,6169,"[448, 441, 49, 34]"
21125,6169,"[748, 447, 38, 31]"
21126,6169,"[849, 448, 49, 38]"
21127,6169,"[930, 456, 61, 40]"
21128,6170,"[929, 458, 59, 40]"
21129,6170,"[1018, 463, 42, 44]"
21130,6170,"[425, 429, 64, 40]"
21131,6170,"[922, 439, 58, 36]"
21132,6170,"[747, 448, 43, 32]"
21133,6170,"[837, 449, 59, 36]"
21134,6171,"[874, 439, 50, 43]"
21135,6171,"[736, 426, 84, 54]"
21136,6171,"[414, 434, 75, 38]"
21137,6172,"[861, 449, 46, 36]"
21138,6173,"[1043, 465, 36, 41]"
21139,6173,"[852, 454, 52, 36]"
21140,6173,"[922, 464, 56, 38]"
21141,6173,"[858, 445, 103, 57]"
21142,6173,"[746, 414, 360, 116]"
21143,6173,"[770, 492, 176, 97]"
21144,6174,"[1041, 468, 34, 40]"
21145,6174,"[888, 442, 43, 41]"
21146,6174,"[749, 428, 204, 75]"
21147,6174,"[855, 451, 52, 37]"
21148,6174,"[929, 463, 50, 38]"
21149,6175,"[745, 436, 129, 56]"
21150,6175,"[1038, 465, 40, 41]"
21151,6175,"[885, 443, 97, 59]"
21152,6176,"[1033, 465, 39, 42]"
21153,6176,"[910, 455, 76, 48]"
21154,6177,"[883, 441, 50, 42]"
21155,6177,"[706, 404, 132, 71]"
21156,6177,"[744, 440, 45, 37]"
21157,6177,"[917, 457, 68, 43]"
21158,6178,"[898, 427, 52, 36]"
21159,6179,"[833, 415, 115, 54]"
21160,6180,"[1135, 458, 42, 48]"
21161,6180,"[875, 415, 85, 45]"
21162,6180,"[881, 433, 83, 49]"
21163,6180,"[1011, 452, 71, 49]"
21164,6180,"[978, 433, 129, 77]"
21165,6181,"[862, 433, 74, 40]"
21166,6181,"[891, 437, 78, 42]"
21167,6181,"[869, 425, 122, 60]"
21168,6181,"[949, 441, 73, 42]"
21169,6182,"[852, 446, 62, 36]"
21170,6182,"[1031, 465, 44, 45]"
21171,6182,"[890, 430, 71, 35]"
21172,6183,"[735, 419, 48, 48]"
21173,6183,"[831, 469, 109, 63]"
21174,6183,"[908, 437, 69, 40]"
21175,6183,"[862, 441, 102, 61]"
21176,6183,"[1027, 457, 57, 48]"
21177,6183,"[992, 439, 132, 81]"
21178,6184,"[833, 457, 74, 47]"
21179,6184,"[879, 459, 81, 50]"
21180,6185,"[896, 455, 77, 42]"
21181,6186,"[40, 420, 102, 117]"
21182,6186,"[467, 440, 40, 35]"
21183,6186,"[915, 454, 61, 40]"
21184,6186,"[221, 429, 59, 42]"
21185,6186,"[896, 438, 89, 36]"
21186,6186,"[849, 413, 177, 60]"
21187,6187,"[749, 421, 51, 40]"
21188,6187,"[922, 441, 54, 34]"
21189,6188,"[32, 386, 187, 97]"
21190,6188,"[918, 435, 52, 30]"
21191,6188,"[853, 447, 48, 35]"
21192,6188,"[921, 448, 57, 38]"
21193,6189,"[843, 437, 52, 32]"
21194,6189,"[924, 434, 52, 27]"
21195,6189,"[857, 450, 51, 35]"
21196,6189,"[927, 445, 51, 36]"
21197,6191,"[17, 439, 51, 51]"
21198,6191,"[920, 443, 60, 35]"
21199,6191,"[842, 440, 52, 35]"
21200,6191,"[862, 439, 98, 53]"
21201,6192,"[735, 421, 46, 38]"
21202,6193,"[900, 428, 79, 30]"
21203,6194,"[828, 419, 43, 35]"
21204,6194,"[906, 426, 73, 29]"
21205,6194,"[917, 438, 66, 38]"
21206,6194,"[891, 429, 105, 55]"
21207,6194,"[450, 454, 909, 301]"
21208,6195,"[929, 439, 62, 37]"
21209,6195,"[975, 444, 51, 38]"
21210,6195,"[917, 423, 59, 28]"
21211,6195,"[839, 434, 44, 35]"
21212,6196,"[843, 441, 48, 37]"
21213,6196,"[933, 449, 58, 39]"
21214,6196,"[921, 444, 96, 56]"
21215,6197,"[845, 452, 57, 37]"
21216,6197,"[927, 459, 63, 40]"
21217,6197,"[1148, 461, 59, 53]"
21218,6197,"[1198, 469, 51, 47]"
21219,6198,"[837, 436, 56, 39]"
21220,6198,"[917, 448, 94, 57]"
21221,6198,"[1139, 462, 62, 46]"
21222,6198,"[840, 447, 56, 39]"
21223,6198,"[925, 456, 67, 43]"
21224,6199,"[738, 417, 53, 45]"
21225,6199,"[832, 426, 57, 43]"
21226,6199,"[1216, 449, 40, 68]"
21227,6199,"[737, 436, 50, 43]"
21228,6199,"[835, 436, 57, 43]"
21229,6199,"[901, 434, 119, 79]"
21230,6200,"[830, 425, 53, 41]"
21231,6200,"[976, 441, 48, 52]"
21232,6200,"[934, 460, 57, 54]"
21233,6200,"[921, 452, 86, 67]"
21234,6200,"[975, 455, 52, 51]"
21235,6200,"[913, 416, 66, 33]"
21236,6200,"[869, 412, 136, 69]"
21237,6200,"[65, 429, 202, 67]"
21238,6200,"[834, 441, 53, 43]"
21239,6200,"[934, 443, 70, 59]"
21240,6201,"[847, 414, 98, 56]"
21241,6201,"[1020, 450, 178, 76]"
21242,6201,"[835, 432, 53, 42]"
21243,6201,"[854, 426, 92, 57]"
21244,6201,"[1000, 452, 55, 50]"
21245,6201,"[1004, 434, 130, 92]"
21246,6202,"[1214, 457, 50, 64]"
21247,6202,"[857, 407, 127, 66]"
21248,6202,"[890, 429, 78, 57]"
21249,6203,"[704, 404, 134, 71]"
21250,6203,"[1026, 435, 47, 52]"
21251,6203,"[864, 407, 144, 69]"
21252,6203,"[904, 424, 94, 62]"
21253,6203,"[879, 419, 130, 74]"
21254,6203,"[1139, 502, 64, 58]"
21255,6203,"[1105, 489, 134, 87]"
21256,6204,"[1225, 460, 42, 51]"
21257,6204,"[714, 410, 105, 57]"
21258,6204,"[703, 403, 134, 72]"
21259,6204,"[765, 413, 86, 52]"
21260,6204,"[716, 422, 95, 54]"
21261,6204,"[948, 451, 53, 51]"
21262,6204,"[894, 432, 141, 89]"
21263,6204,"[1020, 460, 48, 44]"
21264,6204,"[1084, 439, 142, 100]"
21265,6204,"[1082, 495, 150, 84]"
21266,6204,"[1281, 475, 244, 95]"
21267,6205,"[765, 409, 89, 60]"
